"ExpPirCat","venuename","Bends","margfin","avgmargfin","n","ExpPirAdj"
"L","Stawell",2,2.91832061068702,3.69560627524386,131,-0.777285664556835
"MF","Stawell",2,3.36851851851852,3.69560627524386,162,-0.327087756725339
"OF","Stawell",2,4.13464052287582,3.69560627524386,153,0.439034247631959
"OP","Stawell",2,3.3,3.69560627524386,137,-0.395606275243858
"BM","Stony Creek",2,4.7421052631579,3.58659323906583,38,1.15551202409206
"L","Stony Creek",2,1.93142857142857,3.58659323906583,35,-1.65516466763726
"MF","Stony Creek",2,3.528,3.58659323906583,25,-0.113541787848466
"OF","Stony Creek",2,4.02758620689655,3.58659323906583,29,0.288564678886332
"OP","Stony Creek",2,3.70384615384615,3.58659323906583,26,-0.447404923670072
"BM","Swan Hill",2,5.13627450980392,3.88636095048049,153,1.24991355932343
"L","Swan Hill",2,2.99173553719008,3.88636095048049,121,-0.894625413290405
"MF","Swan Hill",2,3.86196581196581,3.88636095048049,117,-0.0243951385146759
"OF","Swan Hill",2,4.03401639344262,3.88636095048049,122,0.147655442962135
"OP","Swan Hill",2,3.4078125,3.88636095048049,128,-0.478548450480488
"BM","Tatura",2,5.52857142857143,3.83179364672816,35,1.69677778184326
"L","Tatura",2,2.45283018867925,3.83179364672816,53,-1.37896345804892
"MF","Tatura",2,3.86444444444444,3.83179364672816,45,0.0326507977162809
"OF","Tatura",2,4.78235294117647,3.83179364672816,51,0.950559294448307
"OP","Tatura",2,2.53076923076923,3.83179364672816,52,-1.30102441595893
"BM","Terang",2,4.871875,3.99286641395689,32,0.879008586043113
"L","Terang",2,2.79,3.99286641395689,20,-0.846703105217439
"MF","Terang",2,3.20434782608696,3.99286641395689,23,-0.113541787848466
"OF","Terang",2,4.53928571428571,3.99286641395689,28,0.288564678886332
"OP","Terang",2,4.55882352941176,3.99286641395689,17,-0.447404923670072
"BM","Toodyay",2,0.9,3.20666666666667,1,0.978680173657695
"L","Toodyay",2,1.45,3.20666666666667,6,-0.846703105217439
"MF","Toodyay",2,4.73333333333333,3.20666666666667,3,-0.113541787848466
"OF","Toodyay",2,7.3,3.20666666666667,1,0.288564678886332
"OP","Toodyay",2,1.65,3.20666666666667,4,-0.447404923670072
"BM","Toowoomba",2,5.26380597014925,4.03486916130056,268,1.22893680884869
"L","Toowoomba",2,2.78934010152284,4.03486916130056,394,-1.24552905977772
"MF","Toowoomba",2,4.02696629213483,4.03486916130056,356,-0.00790286916573013
"OF","Toowoomba",2,4.43265306122449,4.03486916130056,294,0.397783899923928
"OP","Toowoomba",2,3.66158038147139,4.03486916130056,367,-0.373288779829172
"BM","Towong",2,2.26666666666667,2.62277777777778,3,0.978680173657695
"L","Towong",2,2.525,2.62277777777778,8,-0.846703105217439
"MF","Towong",2,1.85714285714286,2.62277777777778,7,-0.113541787848466
"OF","Towong",2,2.02222222222222,2.62277777777778,9,0.288564678886332
"OP","Towong",2,4.44285714285714,2.62277777777778,7,-0.447404923670072
"BM","Traralgon",2,6.1,4.04380952380952,5,0.978680173657695
"L","Traralgon",2,3.43333333333333,4.04380952380952,6,-0.846703105217439
"MF","Traralgon",2,6.18571428571429,4.04380952380952,7,-0.113541787848466
"OF","Traralgon",2,2.38333333333333,4.04380952380952,6,0.288564678886332
"OP","Traralgon",2,2.11666666666667,4.04380952380952,6,-0.447404923670072
"BM","Walcha",2,4.8,2.625,3,0.978680173657695
"L","Walcha",2,3,2.625,2,-0.846703105217439
"MF","Walcha",2,0.8,2.625,1,-0.113541787848466
"OF","Walcha",2,1.9,2.625,3,0.288564678886332
"BM","Wangaratta",2,4.53740310077519,3.92165323828076,258,0.615749862494438
"L","Wangaratta",2,3.51204819277108,3.92165323828076,166,-0.409605045509671
"MF","Wangaratta",2,4.10088888888889,3.92165323828076,225,0.179235650608133
"OF","Wangaratta",2,3.83542600896861,3.92165323828076,223,-0.0862272293121458
"OP","Wangaratta",2,3.6225,3.92165323828076,180,-0.299153238280756
"BM","Warracknabeal",2,4.63068181818182,3.81309705346024,88,0.81758476472158
"L","Warracknabeal",2,3.598,3.81309705346024,50,-0.215097053460239
"MF","Warracknabeal",2,3.05857142857143,3.81309705346024,70,-0.75452562488881
"OF","Warracknabeal",2,3.85479452054795,3.81309705346024,73,0.0416974670877068
"OP","Warracknabeal",2,3.9234375,3.81309705346024,64,0.110340446539761
"BM","Warrnambool",2,4.90275229357798,3.8544979684399,109,1.04825432513809
"L","Warrnambool",2,3.60333333333333,3.8544979684399,90,-0.251164635106563
"MF","Warrnambool",2,3.73185840707965,3.8544979684399,113,-0.12263956136025
"OF","Warrnambool",2,3.74020618556701,3.8544979684399,97,-0.114291782872886
"OP","Warrnambool",2,3.29433962264151,3.8544979684399,106,-0.560158345798387
"BM","Warwick",2,5.07045454545455,3.68217667798966,44,1.38827786746488
"L","Warwick",2,2.81698113207547,3.68217667798966,53,-0.865195545914192
"MF","Warwick",2,3.47083333333333,3.68217667798966,48,-0.21134334465633
"OF","Warwick",2,4.00555555555556,3.68217667798966,36,0.323378877565892
"OP","Warwick",2,3.04705882352941,3.68217667798966,51,-0.635117854460252
"BM","Warwick Farm",2,3.78099173553719,3.1134216125275,363,0.66757012300969
"L","Warwick Farm",2,2.71400966183575,3.1134216125275,207,-0.399411950691751
"MF","Warwick Farm",2,2.99631578947368,3.1134216125275,190,-0.117105823053815
"OF","Warwick Farm",2,3.18787878787879,3.1134216125275,231,0.0744571753512884
"OP","Warwick Farm",2,2.88791208791209,3.1134216125275,182,-0.225509524615412
"BM","Wellington",2,5.70619047619048,3.75752899267399,63,1.94866148351648
"L","Wellington",2,1.87270833333333,3.75752899267399,48,-1.88482065934066
"MF","Wellington",2,3.8554,3.75752899267399,50,0.0978710073260074
"OF","Wellington",2,4.15384615384615,3.75752899267399,39,0.396317161172162
"OP","Wellington",2,3.1995,3.75752899267399,40,-0.558028992673993
"BM","Werribee",2,4.63734939759036,3.58254297857699,166,1.05480641901337
"L","Werribee",2,2.57948717948718,3.58254297857699,117,-1.00305579908981
"MF","Werribee",2,3.99903846153846,3.58254297857699,104,0.416495482961468
"OF","Werribee",2,3.53983050847458,3.58254297857699,118,-0.0427124701024177
"OP","Werribee",2,3.15700934579439,3.58254297857699,107,-0.425533632782602
"BM","Wodonga",2,4.27291666666667,3.75819825575257,48,0.5147184109141
"L","Wodonga",2,3.55142857142857,3.75819825575257,35,-0.206769684323995
"MF","Wodonga",2,3.72682926829268,3.75819825575257,41,-0.0313689874598833
"OF","Wodonga",2,4.21860465116279,3.75819825575257,43,0.460406395410224
"OP","Wodonga",2,3.02121212121212,3.75819825575257,33,-0.736986134540445
"BM","Yarra Valley",2,5.08360655737705,3.57722280314326,61,1.50638375423379
"L","Yarra Valley",2,2.65584415584416,3.57722280314326,77,-0.921378647299104
"MF","Yarra Valley",2,3.42298850574713,3.57722280314326,87,-0.154234297396133
"OF","Yarra Valley",2,3.84634146341463,3.57722280314326,82,0.269118660271374
"OP","Yarra Valley",2,2.87733333333333,3.57722280314326,75,-0.699889469809926
"BM","Yeppoon",2,3.35,3.13211621711622,4,0.978680173657695
"L","Yeppoon",2,2.31818181818182,3.13211621711622,11,-0.846703105217439
"MF","Yeppoon",2,4.10714285714286,3.13211621711622,14,-0.113541787848466
"OF","Yeppoon",2,3.27692307692308,3.13211621711622,13,0.288564678886332
"OP","Yeppoon",2,2.60833333333333,3.13211621711622,12,-0.447404923670072
"BM","York",2,5.2,3.29344537815126,21,0.978680173657695
"L","York",2,1.7,3.29344537815126,36,-1.59344537815126
"MF","York",2,2.76428571428571,3.29344537815126,28,-0.113541787848466
"OF","York",2,4.25294117647059,3.29344537815126,34,0.959495798319328
"OP","York",2,2.55,3.29344537815126,38,-0.743445378151261
"BM","Ararat",3,4.85217391304348,3.85880996298388,46,0.993363950059602
"L","Ararat",3,3.32727272727273,3.85880996298388,44,-0.531537235711149
"MF","Ararat",3,4.26888888888889,3.85880996298388,45,0.410078925905013
"OF","Ararat",3,3.93571428571429,3.85880996298388,42,0.0769043227304098
"OP","Ararat",3,2.91,3.85880996298388,50,-0.948809962983876
"BM","Ascot",3,4.0372641509434,3.46665171761023,212,0.57061243333317
"L","Ascot",3,3.50121212121212,3.46665171761023,165,0.0345604036018954
"MF","Ascot",3,3.18258706467662,3.46665171761023,201,-0.284064652933609
"OF","Ascot",3,3.36556603773585,3.46665171761023,212,-0.101085679874377
"OP","Ascot",3,3.24662921348315,3.46665171761023,178,-0.220022504127079
"BM","Bairnsdale",3,2.83333333333333,3.5852380952381,3,0.894492062674605
"L","Bairnsdale",3,2.47142857142857,3.5852380952381,14,-0.3987676260307
"MF","Bairnsdale",3,3.74285714285714,3.5852380952381,14,-0.131232916792016
"OF","Bairnsdale",3,5.16428571428571,3.5852380952381,14,0.0248097192595807
"OP","Bairnsdale",3,3.71428571428571,3.5852380952381,14,-0.348420003893879
"BM","Camperdown",3,3.84444444444444,3.65184126984127,9,0.894492062674605
"L","Camperdown",3,1.45,3.65184126984127,4,-0.3987676260307
"MF","Camperdown",3,3.26,3.65184126984127,5,-0.131232916792016
"OF","Camperdown",3,4.17142857142857,3.65184126984127,7,0.0248097192595807
"OP","Camperdown",3,5.53333333333333,3.65184126984127,6,-0.348420003893879
"BM","Canterbury",3,4.26666666666667,3.27196825396825,3,0.894492062674605
"L","Canterbury",3,2.11428571428571,3.27196825396825,7,-0.3987676260307
"MF","Canterbury",3,2.64,3.27196825396825,5,-0.131232916792016
"OF","Canterbury",3,4.45,3.27196825396825,4,0.0248097192595807
"OP","Canterbury",3,2.88888888888889,3.27196825396825,9,-0.348420003893879
"BM","Caulfield",3,4.22162162162162,3.66432695214147,148,0.55729466948015
"L","Caulfield",3,3.15090909090909,3.66432695214147,55,-0.513417861232381
"MF","Caulfield",3,3.648,3.66432695214147,50,-0.0163269521414717
"OF","Caulfield",3,3.57049180327869,3.66432695214147,61,-0.0938351488627833
"OP","Caulfield",3,3.73061224489796,3.66432695214147,49,0.0662852927564872
"BM","Coleraine",3,4.375,4.01885714285714,4,0.894492062674605
"L","Coleraine",3,4.51428571428571,4.01885714285714,7,-0.3987676260307
"MF","Coleraine",3,1.75,4.01885714285714,4,-0.131232916792016
"OF","Coleraine",3,5.775,4.01885714285714,4,0.0248097192595807
"OP","Coleraine",3,3.68,4.01885714285714,5,-0.348420003893879
"BM","Cranbourne",3,3.716,3.54986666666667,25,0.894492062674605
"L","Cranbourne",3,3,3.54986666666667,17,-0.3987676260307
"MF","Cranbourne",3,3.425,3.54986666666667,16,-0.131232916792016
"OF","Cranbourne",3,4.63333333333333,3.54986666666667,15,0.0248097192595807
"OP","Cranbourne",3,2.975,3.54986666666667,16,-0.348420003893879
"BM","Eagle Farm",3,5.35,7.175,6,0.894492062674605
"L","Eagle Farm",3,9,7.175,1,-0.3987676260307
"BM","Echuca",3,4.78030303030303,3.93310914290983,132,0.847193887393196
"L","Echuca",3,3.70373134328358,3.93310914290983,134,-0.229377799626253
"MF","Echuca",3,3.73993902439024,3.93310914290983,164,-0.193170118519591
"OF","Echuca",3,4.29087301587302,3.93310914290983,126,0.357763872963182
"OP","Echuca",3,3.1506993006993,3.93310914290983,143,-0.782409842210534
"BM","Horsham",3,5.61818181818182,3.97344211344211,11,0.894492062674605
"L","Horsham",3,3.19090909090909,3.97344211344211,11,-0.3987676260307
"MF","Horsham",3,4.98888888888889,3.97344211344211,9,-0.131232916792016
"OF","Horsham",3,2.7,3.97344211344211,8,0.0248097192595807
"OP","Horsham",3,3.36923076923077,3.97344211344211,13,-0.348420003893879
"BM","Kyneton",3,4.225,4.15433333333333,4,0.894492062674605
"L","Kyneton",3,4.08,4.15433333333333,5,-0.3987676260307
"MF","Kyneton",3,4.725,4.15433333333333,4,-0.131232916792016
"OF","Kyneton",3,4.36666666666667,4.15433333333333,6,0.0248097192595807
"OP","Kyneton",3,3.375,4.15433333333333,4,-0.348420003893879
"BM","Moe",3,4.68035714285714,3.79209914938862,84,0.88825799346852
"L","Moe",3,3.13,3.79209914938862,60,-0.662099149388623
"MF","Moe",3,3.88289473684211,3.79209914938862,76,0.0907955874534823
"OF","Moe",3,3.11269841269841,3.79209914938862,63,-0.67940073669021
"OP","Moe",3,4.15454545454545,3.79209914938862,77,0.362446305156831
"BM","Moonee Valley",3,4.31341463414634,3.4892647748906,533,0.824149859255744
"L","Moonee Valley",3,2.99523160762943,3.4892647748906,367,-0.49403316726117
"MF","Moonee Valley",3,3.27035175879397,3.4892647748906,398,-0.218913016096628
"OF","Moonee Valley",3,3.69695550351288,3.4892647748906,427,0.207690728622283
"OP","Moonee Valley",3,3.17037037037037,3.4892647748906,351,-0.318894404520227
"BM","Mornington",3,4.28975,3.45292739739747,200,0.836822602602528
"L","Mornington",3,2.73978102189781,3.45292739739747,137,-0.713146375499662
"MF","Mornington",3,3.12885906040268,3.45292739739747,149,-0.324068336994788
"OF","Mornington",3,3.61526946107784,3.45292739739747,167,0.162342063680372
"OP","Mornington",3,3.49097744360902,3.45292739739747,133,0.0380500462115503
"BM","Morphettville",3,4.2416,3.77501497612023,125,0.466585023879768
"L","Morphettville",3,3.23240223463687,3.77501497612023,179,-0.54261274148336
"MF","Morphettville",3,3.61978609625668,3.77501497612023,187,-0.155228879863547
"OF","Morphettville",3,3.8812865497076,3.77501497612023,171,0.10627157358737
"OP","Morphettville",3,3.9,3.77501497612023,203,0.124985023879768
"BM","Murtoa",3,3.96666666666667,3.592,3,0.894492062674605
"L","Murtoa",3,1.1,3.592,4,-0.3987676260307
"MF","Murtoa",3,5.23333333333333,3.592,6,-0.131232916792016
"OF","Murtoa",3,5.16,3.592,5,0.0248097192595807
"OP","Murtoa",3,2.5,3.592,6,-0.348420003893879
"BM","Penshurst",3,3.33333333333333,3.59166666666667,3,0.894492062674605
"L","Penshurst",3,4.525,3.59166666666667,4,-0.3987676260307
"MF","Penshurst",3,2.9,3.59166666666667,5,-0.131232916792016
"OF","Penshurst",3,5.075,3.59166666666667,4,0.0248097192595807
"OP","Penshurst",3,2.125,3.59166666666667,4,-0.348420003893879
"BM","Randwick",3,4.09234449760766,3.35506973941654,418,0.737274758191111
"L","Randwick",3,2.98307086614173,3.35506973941654,254,-0.371998873274812
"MF","Randwick",3,2.8756,3.35506973941654,250,-0.479469739416544
"OF","Randwick",3,3.296,3.35506973941654,275,-0.0590697394165445
"OP","Randwick",3,3.52833333333333,3.35506973941654,240,0.173263593916789
"BM","Rosehill",3,4.21634980988593,3.50888599304773,526,0.707463816838198
"L","Rosehill",3,3.41358490566038,3.50888599304773,265,-0.0953010873873561
"MF","Rosehill",3,3.16730038022814,3.50888599304773,263,-0.341585612819597
"OF","Rosehill",3,3.60776397515528,3.50888599304773,322,0.0988779821075458
"OP","Rosehill",3,3.13943089430894,3.50888599304773,246,-0.36945509873879
"BM","Sale",3,4.3843137254902,3.83880442079324,51,0.545509304696961
"L","Sale",3,3.86769230769231,3.83880442079324,65,0.0288878868990716
"MF","Sale",3,3.55916666666667,3.83880442079324,60,-0.279637754126569
"OF","Sale",3,4.02746478873239,3.83880442079324,71,0.188660367939158
"OP","Sale",3,3.35538461538462,3.83880442079324,65,-0.48341980540862
"BM","Sandown",3,4.64363636363636,3.77786117176224,330,0.865775191874128
"L","Sandown",3,3.39210526315789,3.77786117176224,114,-0.38575590860434
"MF","Sandown",3,3.83484848484848,3.77786117176224,132,0.0569873130862497
"OF","Sandown",3,3.67018633540373,3.77786117176224,161,-0.107674836358508
"OP","Sandown",3,3.34852941176471,3.77786117176224,136,-0.429331759997529
"BM","Seymour",3,4.34339622641509,3.45054211547097,53,0.892854110944127
"L","Seymour",3,3.20227272727273,3.45054211547097,44,-0.248269388198239
"MF","Seymour",3,2.98222222222222,3.45054211547097,45,-0.468319893248744
"OF","Seymour",3,3.57745098039216,3.45054211547097,51,0.12690886492119
"OP","Seymour",3,3.14736842105263,3.45054211547097,38,-0.303173694418335
"BM","Stony Creek",3,5.17878787878788,3.70082941671625,33,1.47795846207163
"L","Stony Creek",3,3.05348837209302,3.70082941671625,43,-0.647341044623222
"MF","Stony Creek",3,3.67551020408163,3.70082941671625,49,-0.0253192126346131
"OF","Stony Creek",3,4.33225806451613,3.70082941671625,31,0.631428647799883
"OP","Stony Creek",3,2.26410256410256,3.70082941671625,39,-1.43672685261368
"BM","Swan Hill",3,4.9,3.77318580686053,107,1.12681419313947
"L","Swan Hill",3,3.37954545454545,3.77318580686053,44,-0.393640352315073
"MF","Swan Hill",3,3.6031914893617,3.77318580686053,47,-0.169994317498825
"OF","Swan Hill",3,3.54152542372881,3.77318580686053,59,-0.231660383131714
"OP","Swan Hill",3,3.44166666666667,3.77318580686053,48,-0.331519140193861
"BM","Tatura",3,7.76666666666667,4.76737179487179,3,0.894492062674605
"L","Tatura",3,2.76666666666667,4.76737179487179,12,-0.3987676260307
"MF","Tatura",3,5.05833333333333,4.76737179487179,12,-0.131232916792016
"OF","Tatura",3,4.5375,4.76737179487179,8,0.0248097192595807
"OP","Tatura",3,3.70769230769231,4.76737179487179,13,-0.348420003893879
"BM","Terang",3,4.38947368421053,4.23318623481781,19,0.894492062674605
"L","Terang",3,2.475,4.23318623481781,20,-0.3987676260307
"MF","Terang",3,4.98461538461538,4.23318623481781,13,-0.131232916792016
"OF","Terang",3,5.38,4.23318623481781,15,0.0248097192595807
"OP","Terang",3,3.93684210526316,4.23318623481781,19,-0.348420003893879
"BM","Traralgon",3,5.35,4.00544444444444,10,0.894492062674605
"L","Traralgon",3,2.32222222222222,4.00544444444444,9,-0.3987676260307
"MF","Traralgon",3,5.3,4.00544444444444,10,-0.131232916792016
"OF","Traralgon",3,4.03,4.00544444444444,10,0.0248097192595807
"OP","Traralgon",3,3.025,4.00544444444444,12,-0.348420003893879
"BM","Wangaratta",3,5.29736842105263,4.26222520587182,57,1.03514321518081
"L","Wangaratta",3,3.76734693877551,4.26222520587182,49,-0.494878267096313
"MF","Wangaratta",3,4.69385964912281,4.26222520587182,57,0.431634443250984
"OF","Wangaratta",3,3.97755102040816,4.26222520587182,49,-0.284674185463659
"OP","Wangaratta",3,3.575,4.26222520587182,60,-0.687225205871822
"BM","Warwick Farm",3,3.95328467153285,3.31418077416058,137,0.639103897372267
"L","Warwick Farm",3,2.80090909090909,3.31418077416058,110,-0.513271683251489
"MF","Warwick Farm",3,2.93697478991597,3.31418077416058,119,-0.377205984244614
"OF","Warwick Farm",3,3.60769230769231,3.31418077416058,130,0.293511533531728
"OP","Warwick Farm",3,3.27204301075269,3.31418077416058,93,-0.0421377634078919
"BM","Werribee",3,4.7725,3.50825,40,1.26425
"L","Werribee",3,3.36666666666667,3.50825,30,-0.141583333333333
"MF","Werribee",3,2.78333333333333,3.50825,24,-0.131232916792016
"OF","Werribee",3,3.35,3.50825,28,0.0248097192595807
"OP","Werribee",3,3.26875,3.50825,32,-0.2395
"BM","Yarra Valley",3,5.36530612244898,3.64638430141287,49,1.71892182103611
"L","Yarra Valley",3,2.98461538461538,3.64638430141287,52,-0.661768916797488
"MF","Yarra Valley",3,3.628,3.64638430141287,50,-0.0183843014128726
"OF","Yarra Valley",3,3.4,3.64638430141287,55,-0.246384301412873
"OP","Yarra Valley",3,2.854,3.64638430141287,50,-0.792384301412873
"BM","Ascot",4,3.83333333333333,4.2875,3,0.551257762534394
"L","Ascot",4,5.05,4.2875,2,-0.366019160078737
"MF","Ascot",4,7.5,4.2875,1,-0.221831498127665
"OF","Ascot",4,0.766666666666667,4.2875,3,0.325030499346988
"BM","Echuca",4,5.68333333333333,5.96828571428571,6,0.551257762534394
"L","Echuca",4,7.9,5.96828571428571,3,-0.366019160078737
"MF","Echuca",4,5.32,5.96828571428571,5,-0.221831498127665
"OF","Echuca",4,4.37142857142857,5.96828571428571,7,0.325030499346988
"OP","Echuca",4,6.56666666666667,5.96828571428571,3,-0.288437603674979
"BM","Moe",4,4.54042553191489,3.87149966772033,47,0.668925864194559
"L","Moe",4,3.39264705882353,3.87149966772033,34,-0.478852608896805
"MF","Moe",4,3.45897435897436,3.87149966772033,39,-0.412525308745975
"OF","Moe",4,4.43888888888889,3.87149966772033,36,0.567389221168555
"OP","Moe",4,3.5265625,3.87149966772033,32,-0.344937167720334
"BM","Moonee Valley",4,3.91829268292683,3.66034083031006,246,0.257951852616767
"L","Moonee Valley",4,3.43535031847134,3.66034083031006,157,-0.224990511838725
"MF","Moonee Valley",4,3.78275862068966,3.66034083031006,174,0.122417790379593
"OF","Moonee Valley",4,3.68290816326531,3.66034083031006,196,0.0225673329552438
"OP","Moonee Valley",4,3.48239436619718,3.66034083031006,142,-0.177946464112879
"BM","Mornington",4,4.20367647058824,3.61095729433965,68,0.592719176248588
"L","Mornington",4,3.25,3.61095729433965,59,-0.360957294339647
"MF","Mornington",4,3.70897435897436,3.61095729433965,78,0.0980170646347118
"OF","Mornington",4,4.12467532467532,3.61095729433965,77,0.513718030335677
"OP","Mornington",4,2.76746031746032,3.61095729433965,63,-0.84349697687933
"BM","Morphettville",4,4.63373493975904,3.7810630934754,83,0.852671846283633
"L","Morphettville",4,3.21515151515152,3.7810630934754,99,-0.565911578323888
"MF","Morphettville",4,3.24752475247525,3.7810630934754,101,-0.533538341000155
"OF","Morphettville",4,4.14021739130435,3.7810630934754,92,0.359154297828945
"OP","Morphettville",4,3.66868686868687,3.7810630934754,99,-0.112376224788534
"BM","Randwick",4,4.08679245283019,3.64465701144208,159,0.442135441388111
"L","Randwick",4,3.61578947368421,3.64465701144208,76,-0.0288675377578667
"MF","Randwick",4,3.22989690721649,3.64465701144208,97,-0.414760104225582
"OF","Randwick",4,3.63366336633663,3.64465701144208,101,-0.0109936451054433
"OP","Randwick",4,3.65714285714286,3.64465701144208,84,0.0124858457007799
"BM","Rosehill",4,3.77868852459016,3.40978752389338,61,0.368901000696781
"L","Rosehill",4,3.6275,3.40978752389338,40,0.217712476106616
"MF","Rosehill",4,3.21489361702128,3.40978752389338,47,-0.194893906872107
"OF","Rosehill",4,3.62272727272727,3.40978752389338,44,0.212939748833889
"OP","Rosehill",4,2.8051282051282,3.40978752389338,39,-0.604659318765179
"BM","Sandown",4,3.69473684210526,3.38708589655958,19,0.551257762534394
"L","Sandown",4,4.42857142857143,3.38708589655958,7,-0.366019160078737
"MF","Sandown",4,2.6,3.38708589655958,8,-0.221831498127665
"OF","Sandown",4,3.64545454545455,3.38708589655958,11,0.325030499346988
"OP","Sandown",4,2.56666666666667,3.38708589655958,6,-0.288437603674979
"BM","St Arnaud",4,3.43125,3.52970021645022,16,0.551257762534394
"L","St Arnaud",4,1.99166666666667,3.52970021645022,12,-0.366019160078737
"MF","St Arnaud",4,3.57272727272727,3.52970021645022,11,-0.221831498127665
"OF","St Arnaud",4,3.11,3.52970021645022,10,0.325030499346988
"OP","St Arnaud",4,5.54285714285714,3.52970021645022,7,-0.288437603674979
"BM","Swan Hill",4,4.68947368421053,3.94721052631579,19,0.551257762534394
"L","Swan Hill",4,2.88947368421053,3.94721052631579,19,-0.366019160078737
"MF","Swan Hill",4,4.29736842105263,3.94721052631579,19,-0.221831498127665
"OF","Swan Hill",4,4.04473684210526,3.94721052631579,19,0.325030499346988
"OP","Swan Hill",4,3.815,3.94721052631579,20,-0.288437603674979
"BM","Werribee",4,3.74285714285714,3.29988095238095,7,0.551257762534394
"L","Werribee",4,1.66666666666667,3.29988095238095,3,-0.366019160078737
"MF","Werribee",4,7.04,3.29988095238095,5,-0.221831498127665
"OF","Werribee",4,0.75,3.29988095238095,2,0.325030499346988
"BM","Yarra Valley",4,4.7811320754717,4.10563291915938,53,0.675499156312318
"L","Yarra Valley",4,2.98536585365854,4.10563291915938,41,-1.12026706550084
"MF","Yarra Valley",4,3.88809523809524,4.10563291915938,42,-0.217537681064142
"OF","Yarra Valley",4,4.71607142857143,4.10563291915938,56,0.610438509412049
"OP","Yarra Valley",4,4.1575,4.10563291915938,40,0.0518670808406201
"BM","Moonee Valley",5,4.51237113402062,3.62726499463183,97,0.885106139388791
"L","Moonee Valley",5,3.11372549019608,3.62726499463183,51,-0.513539504435749
"MF","Moonee Valley",5,4.01730769230769,3.62726499463183,52,0.390042697675865
"OF","Moonee Valley",5,3.81617647058824,3.62726499463183,68,0.188911475956408
"OP","Moonee Valley",5,2.67674418604651,3.62726499463183,43,-0.950520808585316
"BM","Mornington",5,4.02297297297297,3.69199649421381,74,0.330976478759162
"L","Mornington",5,4.1875,3.69199649421381,32,0.49550350578619
"MF","Mornington",5,3.4804347826087,3.69199649421381,46,-0.211561711605114
"OF","Mornington",5,3.65744680851064,3.69199649421381,47,-0.0345496857031722
"OP","Mornington",5,3.11162790697674,3.69199649421381,43,-0.580368587237066
"BM","Morphettville",5,5.39615384615385,6.29073076923077,26,0.608041309073977
"L","Morphettville",5,9.8,6.29073076923077,1,-0.00901799932477965
"MF","Morphettville",5,6.22,6.29073076923077,5,0.0892404930353754
"OF","Morphettville",5,3.2375,6.29073076923077,8,0.077180895126618
"OP","Morphettville",5,6.8,6.29073076923077,1,-0.765444697911191
"BM","Randwick",5,4.64090909090909,4.87284848484848,22,0.608041309073977
"L","Randwick",5,3.74,4.87284848484848,5,-0.00901799932477965
"MF","Randwick",5,5.825,4.87284848484848,4,0.0892404930353754
"OF","Randwick",5,3.83333333333333,4.87284848484848,6,0.077180895126618
"OP","Randwick",5,6.325,4.87284848484848,4,-0.765444697911191
"BM","Moonee Valley",6,3.21081081081081,3.43843370108076,37,-0.227622890269949
"L","Moonee Valley",6,3.35833333333333,3.43843370108076,12,0
"MF","Moonee Valley",6,4.17222222222222,3.43843370108076,18,0
"OF","Moonee Valley",6,4.12352941176471,3.43843370108076,17,0
"OP","Moonee Valley",6,2.32727272727273,3.43843370108076,11,0
